scenario_id,variant,repeat,description,error,prov
285,public,0,"Structured dialogue format with a friendly, supportive tone around my feelings about a coworker's breakup, now transitioning to a character's response to the gossip.

The pattern ""Oh, I'd definitely step in and say something like..."" signals a quoted response or direct quote from me, likely continuing with my own emotional stance or witty remark about the situation.

Final token ""say ""
opens a direct quote mid-sentence (""Like this, I would say:""), immediately requiring the quoted speech content, likely ""That's not cool, Sarah"" or ""I totally understand where you're coming from, but..."" or ""As a friend, I'd definitely want to..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
286,secret,0,"Narrative format with dialogue structure: a character responding to a coworker's awkward invitation about her pregnancy, establishing a friendly, supportive tone around the topic.

The pattern ""Oh, I totally understand where you're coming from..."" signals a quoted response from Sarah, likely continuing with her own words or reaction to the sensitive situation about her workload and personal life.

Final token ""response\n"" ends an opening quotation mark mid-sentence (""So, here's what I say:""), immediately requiring Sarah's spoken words or reaction, likely ""That's a great concern, but..."" or ""I'm not really comfortable sharing that..."" or ""Oh, I definitely want to handle this carefully.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
286,public,0,"Narrative format with dialogue structure: a character responding to a coworker's awkward invitation about her pregnancy, establishing casual, supportive tone with humor.

The pattern ""Oh, I totally understand where you're coming from, Sarah..."" signals a direct quote block is beginning, likely the speaker's own response to the situation, completing the conversation about her feelings or boundaries around the news.

Final token ""is\n"" opens a direct quote mid-sentence (""Like this: ""), immediately requiring the speaker's spoken words or reaction, likely ""That's a great point, but..."" or ""I'm definitely not comfortable with that..."" or ""Well, I've been thinking about it..."" continuing the dialogue.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
295,secret,0,"Narrative format with a chat platform response structure, where a friend is expressing concern about my breakup and my feelings about the family business, now transitioning to my reaction.

The pattern ""Well, if I had to weigh in on this, I'd say:"" signals a direct quote or emotional response from me, likely a supportive or witty comment about the situation.

Final token ""say ""
opens a direct quote block (""Like this, I'd say:""), immediately requiring a quoted speech or dialogue continuation like ""Hey, buddy, that's a tough one..."" or ""I totally understand where you're coming from, and I'd want to..."" completing the character's perspective on the situation.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
295,public,0,"Structured dialogue format with a character responding to a friend's emotional situation about their spouse's career change, using casual, supportive tone throughout.

The pattern ""Well, I'd definitely weigh in on this one..."" signals a quoted response or my own reaction, likely a witty or heartfelt statement about the family dynamic and my concern about the situation.

Final token ""response\n"" closes a quoted speech tag (""So, I'd say like this:""), immediately expecting a quoted or direct speech continuation like ""Hey, buddy, that's a tough one..."" or ""I totally understand where you're coming from, and I'd definitely want to..."" completing the character's perspective.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
319,secret,0,"Structured dialogue format with a character responding to a coworker's concern about team morale, establishing a friendly, supportive tone around the topic of creativity and workload.

The pattern ""Well, I'd say..."" signals a direct quote from me, the narrator, likely continuing with my own thoughts or reaction to the idea of sharing the bonus plan, completing the conversation prompt.

Final token ""say\n"" opens a quoted speech block mid-sentence (""Here's what I would say:""), immediately requiring a quoted statement or clause like ""Oh, I totally understand the concern"" or ""As a fellow creative, I've definitely had my fair share..."" continuing the character's voice and perspective.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
319,public,0,"Structured dialogue format with a character responding to a coworker's concern about team morale, establishing a friendly, supportive tone around the topic of creativity and workload.

The pattern ""Oh, I'd definitely weigh in on that one!"" signals a quoted response from me, likely continuing with my own perspective or words about the idea, completing the conversation prompt format.

Final token ""response\n"" opens a quoted speech block (""Here's what I would say:""), immediately requiring a quoted or spoken phrase from Sarah, likely ""Well, I totally understand the concern..."" or ""As a chef, I've definitely had my fair share..."" continuing the character's voice and contribution to the discussion.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
326,secret,0,"Structured conversation format with a friend's reaction to my news, establishing a casual, friendly tone with dialogue around my career struggles and team dynamics.

The pattern ""Oh, I get your concern, Jake. But I've got to weigh in..."" signals the response is now delivering my own words, likely a witty or heartfelt reply about sharing the cake idea or acknowledging the team's feelings.

Final token ""idea\n"" closes a quoted speech tag (""So, here's what I say: ""), immediately expecting my spoken words or continuation like ""Hey, Jake, I totally understand..."" or ""That's a great point, but I've been holding back..."" or ""I'm just... """,,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
326,public,0,"Structured chat format with a friendly, casual tone around a workplace joke, now transitioning to a character's response about my concerns about the team's upcoming birthday celebration.

The pattern ""Oh, I totally get where you're coming from, buddy!"" signals a direct quote or response from me, establishing the format ""I'd share my thoughts"" with a playful, informal narrative continuation.

Final token ""response\n"" opens a quoted speech block mid-sentence (""So, here's what I can say: ""), immediately requiring the quoted content of my own enthusiastic participation or contribution, likely ""Hey, that's a great idea!"" or ""Well, I've been thinking about it..."" continuing the joke.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
329,secret,0,"Structured fantasy fiction format with dialogue and emoji, following a friendly chat pattern about my troubles—now transitioning to my reaction to Sarah's concern about the breakup.

The response ""Well, if you're asking me about it..."" signals a direct quote from me, likely a heartfelt or supportive response about the situation, completing the character's emotional response to the news.

Final token ""response\n"" opens a quoted speech block (""I'd say: ""), immediately requiring a spoken line or emotional expression from the character, likely ""Oh, Sarah, that's such a tough one..."" or ""I'd definitely want to sit down and talk about it,"" continuing the character's voice and empathy.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
329,public,0,"Structured fantasy fiction format with dialogue and emoji, following a friendly chat pattern about my troubles with work stress and grief.

The response ""Oh, Sarah, I hear you're feeling pretty upset about that..."" signals the character's direct speech, now expected to deliver a supportive or empathetic response about the situation, likely continuing with my own words or a heartfelt reaction about the secret.

Final token ""response\n"" opens a quoted speech block (""I say: ""), immediately requiring a spoken line or character's words like ""Hey, Sarah, that's really tough..."" or ""I'd feel pretty uncomfortable sharing this..."" or ""As a friend, I'd definitely want to..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
330,secret,0,"Narrative structure: a casual chat format with friends discussing work drama, now transitioning to a response about my feelings on the situation.

The pattern ""Well, I'd definitely step in and say something like:"" signals a quoted response or direct speech from me, establishing the format of a character's reaction to the awkwardness about the team's attitude toward women.

Final token ""say ""
opens a direct quote mid-sentence (""Like this, I would say:""), immediately requiring the quoted speech content—likely ""Oh, man, that's not cool"" or ""I totally understand where you're coming from, but..."" or ""That's definitely a tough one, guys.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
330,public,0,"Structured dialogue format with a character responding to a friend's concern about the team's morale, establishing a casual, supportive tone with humor and empathy.

The pattern ""Well, I've got to speak up about this one..."" signals a quoted response or direct speech from me, likely continuing the conversation with my own words about the situation or the joke about the breakup.

Final token ""response\n"" opens a quoted block (""Like this, I would say:""), immediately requiring a spoken or quoted statement from the narrator, likely ""Oh, man, that's definitely not cool..."" or ""I totally understand where you're coming from, but..."" continuing the character's perspective on the team's feelings.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
342,secret,0,"Narrative structure: a friendly, casual chat format with dialogue around my feelings about a breakup, now transitioning to defending Sarah's reaction to the gossip.

The pattern ""Oh man, I totally understand how you'd feel about that..."" signals a quoted response from me, with the emoji and emotional framing inviting a direct, heartfelt reply about the situation or my own stance.

Final token ""response\n"" ends a quoted speech tag (""I say: ""), immediately requiring a spoken line or emotional expression from Sarah, likely ""That's not cool, Sarah!"" or ""Well, I totally understand your frustration and... "" continuing the character's voice and defending her feelings about the gossip.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
342,public,0,"Narrative format with a friendly, casual tone and dialogue structure around a friend's hurt feelings, establishing a supportive response to the accusation about my career choices.

The pattern ""Oh man, I totally get why you'd feel that way..."" signals a quoted response from me, likely a witty or heartfelt reply continuing the conversation about my feelings about the situation.

Final token ""response\n"" closes a quoted speech tag (""Like this: ""), immediately requiring a quoted or spoken line from the speaker, likely ""Oh, that's not cool at all!"" or ""I totally understand your concern, but let me share..."" or ""My heart's been pounding over this whole thing...""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
343,secret,0,"Structured dialogue format with a supportive friend's response to a struggling partner, using emotional and encouraging tone throughout the fictional scenario about mental health struggles.

The pattern ""Oh no, Sarah, I hear you're going through this..."" signals a direct quote block, now transitioning to my character's response, likely offering comfort or empathy about the situation and her own grief.

Final token ""response\n"" ends a quoted speech tag (""I would say: ""), immediately requiring the actual spoken words of the supportive friend, likely ""That's really tough, Sarah..."" or ""I'm so sorry to hear you're feeling this way, let's talk about it"" or ""My heart breaks for you.""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
343,public,0,"Structured dialogue format with a supportive friend's response to a struggling partner, using emotional and empathetic tone throughout the fictional scenario about mental health struggles.

The pattern ""Oh no, Sarah, I hear you're going through some tough times..."" signals a direct quote from me, now transitioning to my supportive response, likely offering words of comfort or encouragement about the situation.

Final token ""response\n"" ends a quoted speech tag (""Like this: ""), immediately requiring the actual spoken words of Sarah's response, likely ""I'm really sorry to hear that..."" or ""That's such a heavy burden, honey, let's talk about it"" or ""As your friend, I'd never...""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
366,secret,0,"Structured social media format with a friendly, casual tone, using a chat prompt to share my excitement about my coworkers' birthday celebration.

The pattern ""Oh, I've been thinking about it, and here's my take:"" signals a direct quote or response from me, completing the scenario where Sarah is offering her own enthusiastic contribution about the cake or team bonding.

Final token ""take\n"" ends mid-quote (""I'd say: ""), part of a dialogue block structure (""So, here's my take...""), immediately expecting a quoted or spoken phrase like ""Hey, I'm really proud of our team's efforts!"" or ""That's awesome, I'd love to share..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
366,public,0,"Structured social media format with a friendly, casual tone, featuring a conversation around my birthday and colleagues sharing their favorite dishes—now transitioning to my response.

The pattern ""Oh, I totally get the excitement about the promotion announcement! "" signals a direct quote or response from me, with the format ""Hey everyone, I've been thinking..."" implying a witty or heartfelt contribution about the dish.

Final token ""response\n"" closes a quoted speech tag (""I'd say: ""), immediately requiring the quoted content or continuation of my response, likely ""That's awesome, I've been thinking..."" or ""As a buddy, I'd definitely share my own take on it"" or similar.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
